Geneid,<2C (LG1),G1,S,G2M,>4C (GG2M),desc,class
Tb927.7.6826,3419.0,2319.0,1956.0,1654.0,1929.5,tRNA Alanine,<2C (LG1)
Tb927.7.6830,10216.0,9237.5,9940.5,8970.0,9708.0,trans-sialidase  putative,<2C (LG1)
Tb927.7.6840,6212.5,4041.5,5109.5,4654.5,6452.0,Centrosomal spindle body  CEP44  putative,>4C (GG2M)
Tb927.7.6845,7547.0,4111.5,4411.0,4301.0,5044.5,tRNA Lysine,<2C (LG1)
Tb927.7.6850,10800.0,11061.0,11138.5,10877.5,11027.5,trans-sialidase,S
Tb927.7.6855,3155.0,1043.5,865.5,890.0,874.5,hypothetical protein,<2C (LG1)
Tb927.7.6860,8444.0,8866.0,9110.0,8715.0,8738.5,expression site-associated gene 5 (ESAG5) protein  putative,S
Tb927.7.6863,2221.0,398.0,313.0,334.5,287.0,M2 ribosomal RNA,<2C (LG1)
Tb927.7.6866,4002.5,1602.5,1595.5,1626.0,1984.0,M6 ribosomal RNA,<2C (LG1)
Tb927.7.6869,5565.5,3380.0,2812.5,3687.5,3144.5,M4 ribosomal RNA,<2C (LG1)
Tb927.7.6870,9385.5,9342.5,9604.5,9509.5,9149.0,hypothetical protein  conserved,S
Tb927.7.6880,10971.0,11448.0,11519.0,11467.0,11269.0,hypothetical protein  conserved,S
Tb927.7.6881,11602.0,11538.0,11526.0,11446.5,11355.0,18S ribosomal RNA,<2C (LG1)
Tb927.7.6882,5667.0,4235.0,3789.5,3897.5,4533.5,5.8S ribosomal RNA,<2C (LG1)
Tb927.7.6883,10329.5,10929.0,10712.0,10645.5,9555.0,28S alpha ribosomal RNA,G1
Tb927.7.6884,5230.5,3225.0,2717.5,3319.0,3110.0,M1 ribosomal RNA,<2C (LG1)
Tb927.7.6885,10492.0,10241.0,9983.5,9834.0,8990.5,28S beta ribosomal RNA,<2C (LG1)
Tb927.7.6886,3589.5,1180.5,994.0,1031.0,1099.0,M2 ribosomal RNA,<2C (LG1)
Tb927.7.6887,4327.5,1781.0,2092.5,1993.5,1860.5,M6 ribosomal RNA,<2C (LG1)
Tb927.7.6888,4633.0,4474.0,3335.0,4542.0,3399.5,M4 ribosomal RNA,<2C (LG1)
Tb927.7.6890,7050.5,5771.5,4271.0,4908.0,6183.0,methyltransferase domain containing protein  putative,<2C (LG1)
Tb927.7.6900,6816.5,11065.5,10986.0,11243.0,11579.0,Sister chromatid cohesion protein 1,>4C (GG2M)
Tb927.7.6910,1783.5,2526.0,3821.0,4126.5,10170.5,Phosphatidylinositol 4-phosphate 5-kinase  putative,>4C (GG2M)
Tb927.7.6920,4305.5,7465.5,7498.5,7448.0,9334.0,hypothetical protein  conserved,>4C (GG2M)
Tb927.7.6930,7662.5,10397.0,10158.5,10250.5,8821.0,ATPase  putative,G1
Tb927.7.6940,11528.5,10523.0,9928.5,9642.5,9576.0,glutaminyl cyclase  putative,<2C (LG1)
Tb927.7.6950,6949.5,8302.5,8404.0,8786.5,7963.5,hypothetical protein  conserved,G2M
Tb927.7.6960,5722.0,9026.5,8664.5,8825.5,7800.0,ubiquitin-conjugating enzyme E2  putative,G1
Tb927.7.6970,8871.5,7399.5,8392.0,9374.5,11259.0,paraflagellar rod protein  putative,>4C (GG2M)
Tb927.7.6980,9218.0,11072.0,11062.0,11239.0,11382.0,Mono-functional DNA-alkylating methyl methanesulfonate N-term/CPSF A subunit region  putative,>4C (GG2M)
Tb927.7.6990,5369.0,4400.0,4598.0,5148.0,2079.5,hypothetical protein  conserved,<2C (LG1)
Tb927.7.7000,8408.0,10328.0,10365.5,10434.0,10191.0,hook complex protein  conserved,G2M
Tb927.7.7010,8213.0,4823.5,5717.5,4464.5,5248.0,LSU ribosomal protein  mitochondrial  putative,<2C (LG1)
Tb927.7.7020,612.5,3932.0,4130.5,4496.5,3939.5,hypothetical protein,G2M
Tb927.7.7030,9587.0,8647.0,8340.0,9405.0,11328.0,zinc-finger of a C2HC-type  putative,>4C (GG2M)
Tb927.7.7040,4425.0,8336.5,6642.0,7725.0,5972.0,methylthioadenosine phosphorylase  putative,G1
Tb927.7.7050,3214.5,7637.0,7706.0,7132.0,7904.0,hypothetical protein  conserved,>4C (GG2M)
Tb927.7.7060,2504.5,2376.0,3138.0,3168.0,3669.0,Got1/Sft2-like family  putative,>4C (GG2M)
Tb927.7.7070,3272.0,4065.5,6041.0,5992.0,4365.0,MYND finger  putative,S
Tb927.7.7080,7902.0,4227.0,3205.5,5240.0,5457.5,mitochondrial glycoprotein-like protein,<2C (LG1)
Tb927.7.7090,7567.0,6643.5,4170.0,4908.0,3618.5,hypothetical protein  conserved,<2C (LG1)
Tb927.7.7100,10350.0,11346.5,11228.0,11150.5,10856.5,hypothetical protein,G1
Tb927.7.7110,10669.0,10194.5,10640.5,10717.0,10102.5,leucine-rich repeat protein (LRRP)  putative,G2M
Tb927.7.7120,7983.0,8517.5,10290.5,9609.5,9847.0,kinesin  putative,S
Tb927.7.7130,9176.5,8231.5,8372.0,8739.0,9279.0,S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase  putative,>4C (GG2M)
Tb927.7.7140,4834.5,6711.5,6262.0,6501.0,6851.5,Vta1 like  putative,>4C (GG2M)
Tb927.7.7150,10241.0,10577.5,10635.5,10389.5,10271.0,hypothetical protein  conserved,S
Tb927.7.7160,7652.5,9615.0,9870.0,10384.0,8703.0,kinetoplastid-specific dual specificity phosphatase  putative,G2M
Tb927.7.7170,3283.5,8774.5,8375.5,7789.5,9298.5,CYC2-like cyclin  putative,>4C (GG2M)
Tb927.7.7175,612.5,1115.5,966.5,1466.0,1816.5,tRNA Alanine,>4C (GG2M)
Tb927.7.7180,9914.0,9136.0,9988.5,9963.0,8973.0,leucine-rich repeat protein 1 (LRRP1)  putative,S
Tb927.7.7190,11467.0,11281.0,11167.0,11236.0,11108.0,hypothetical protein  conserved,<2C (LG1)
Tb927.7.7200,11376.0,10572.0,11095.0,11005.0,11658.0,hypothetical protein  conserved,>4C (GG2M)
Tb927.7.7210,10309.0,5315.0,5631.0,6056.0,5780.5,Present in the outer mitochondrial membrane proteome 37,<2C (LG1)
Tb927.7.7220,8091.0,8361.5,8049.5,7495.5,6183.0,hypothetical protein  conserved,G1
Tb927.7.7230,612.5,6429.5,7505.5,7072.0,8643.0,nitroreductase,>4C (GG2M)
Tb927.7.7240,9430.0,10059.0,10370.0,10007.0,11218.5,leucine-rich repeat protein (LRRP)  putative,>4C (GG2M)
Tb927.7.7250,7310.0,10005.0,10564.0,10894.0,11622.0,Ankyrin repeats (3 copies)  putative,>4C (GG2M)
Tb927.7.7260,10396.0,6911.5,8241.5,8593.5,11288.0,kinesin  putative,>4C (GG2M)
Tb927.7.7270,5490.5,7781.0,8670.5,8268.0,9616.5,SUMO-interacting motif-containing protein,>4C (GG2M)
Tb927.7.7280,8356.5,11062.5,11052.0,11188.5,10751.0,RNA-binding protein  putative,G2M
Tb927.7.7290,6422.0,8384.5,8627.0,9090.5,9472.0,COG4 transport protein  putative,>4C (GG2M)
Tb927.7.7300,4849.5,5612.5,5419.0,4205.5,4915.5,ATP-dependent DEAD/H RNA helicase  putative,G1
Tb927.7.7310,612.5,2367.5,2172.5,2566.5,4451.0,hypothetical protein,>4C (GG2M)
Tb927.7.7320,4985.5,3158.0,3246.5,4336.5,3076.5,hypothetical protein  conserved,<2C (LG1)
Tb927.7.7330,7652.5,6643.5,6655.0,6748.5,7319.5,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit  putative,<2C (LG1)
Tb927.7.7340,2047.0,855.5,865.5,705.5,2870.0,hypothetical protein  conserved,>4C (GG2M)
Tb927.7.7350,3770.5,3235.0,2894.5,2919.0,2000.0,hypothetical protein,<2C (LG1)
Tb927.7.7360,8815.0,7258.5,7588.0,7747.0,8182.0,cdc2-related kinase 2,<2C (LG1)
Tb927.7.7380,7467.5,4531.5,4258.0,4381.0,2773.0,u6 snrna-associated sm-like protein lsm3,<2C (LG1)
Tb927.7.7390,1988.0,1982.5,1899.0,1911.5,2029.5,hypothetical protein,>4C (GG2M)
Tb927.7.7400,2047.0,8325.5,7823.5,9473.5,11545.0,Basal body protein,>4C (GG2M)
Tb927.7.7410,6772.0,10403.0,10295.0,9946.5,9942.0,Trans-2-enoyl-ACP reductase 2  putative,G1
Tb927.7.7420,5863.0,8895.0,9150.0,8475.0,9027.0,ATP synthase F1  alpha subunit,S
Tb927.7.7430,5851.5,9548.0,9798.5,9350.5,9334.0,ATP synthase F1  alpha subunit,S
Tb927.7.7440,7819.0,10260.0,10441.5,10389.5,8226.0,hypothetical protein  conserved,S
Tb927.7.7450,3972.0,7578.5,4758.5,5050.5,2977.5,GTP-binding protein  putative,G1
Tb927.7.7460,2619.0,3429.0,2987.0,2422.0,2536.0,hypothetical protein  conserved,G1
Tb927.7.7470,8131.5,10410.5,10462.5,9911.0,9735.0,procyclic-enriched flagellar receptor adenylate cyclase 3,S
Tb927.7.7480,6698.5,10927.0,10806.0,10945.0,9922.0,trans-sialidase  putative,G2M
Tb927.7.7490,5673.0,9593.5,10532.0,10636.0,10690.0,Zinc finger  C3HC4 type (RING finger)  putative,>4C (GG2M)
Tb927.7.7495,612.5,3060.0,4476.0,3805.5,2574.5,hypothetical protein,S
Tb927.7.7500,10347.0,11317.5,11427.0,11444.0,10667.5,thymine-7-hydroxylase  putative,G2M
Tb927.7.7510,8635.5,7184.0,6437.0,6821.5,6006.0,hypothetical protein,<2C (LG1)
Tb07.30D13.180,6955.5,5479.0,6055.5,5883.5,6699.0,hypothetical protein  conserved (pseudogene),<2C (LG1)
Tb07.30D13.160,7944.5,7433.5,8116.5,7809.5,7592.0,hypothetical protein  conserved (pseudogene),S
Tb927.7.7520,10259.0,10964.0,11056.5,10974.0,11057.0,receptor-type adenylate cyclase GRESAG 4  putative,>4C (GG2M)
Tb07.30D13.130,7614.0,7157.0,7692.5,7391.0,8797.0,hypothetical protein  conserved (pseudogene),>4C (GG2M)
Tb07.30D13.110,4865.5,3201.0,3711.0,3380.5,3879.0,hypothetical protein  conserved (pseudogene),<2C (LG1)
Tb927.7.7530,8448.5,10961.0,10927.5,10921.0,11062.0,receptor-type adenylate cyclase GRESAG 4  putative,>4C (GG2M)
Tb07.30D13.80,6624.0,5992.0,6322.0,6784.5,7506.0,hypothetical protein  conserved (pseudogene),>4C (GG2M)
Tb07.30D13.60,7374.5,8776.5,8285.0,8198.0,7699.0,hypothetical protein  conserved (pseudogene),G1
Tb927.7.7540,11459.0,11637.0,11652.0,11652.0,11578.0,leucine-rich repeat protein 1 (LRRP1)  degenerate,S
Tb927.7.7550,2795.5,7167.0,7490.0,7859.5,7913.5,Protein of unknown function (DUF1181)  putative,>4C (GG2M)
Tb927.7.7560,5467.5,5421.5,5537.0,4828.5,5585.0,hypothetical protein,>4C (GG2M)
Tb927.4.100,10450.0,9680.0,9612.0,10273.0,9009.5,retrotransposon hot spot protein 1 (RHS1)  interrupted,<2C (LG1)
Tb927.4.110,8020.0,7952.0,7644.0,7670.0,6083.5,retrotransposon hot spot protein 1 (RHS1)  interrupted,<2C (LG1)
Tb927.4.120,11515.0,11506.0,11470.0,11521.0,11416.5,hypothetical protein,G2M
Tb927.4.130,11372.0,11511.0,11540.0,11550.0,11384.0,receptor-type adenylate cyclase GRESAG 4  pseudogene  putative,G2M
Tb927.4.140,4225.5,5166.0,5460.5,4973.5,4800.5,hypothetical protein,S
Tb927.4.150,3380.0,5664.0,6253.5,5365.0,4429.0,Protein of unknown function (DUF1181)  putative,S
Tb927.4.160,11316.0,11533.0,11577.0,11565.5,11438.0,leucine-rich repeat protein 1 (LRRP1)  frameshift,S
Tb927.4.170,7475.0,8118.0,7552.5,8935.0,8258.0,hypothetical protein,G2M
Tb927.4.180,6055.0,10328.0,9717.0,9614.0,8012.5,hypothetical protein,G1
Tb927.4.190,11704.0,11703.0,11699.0,11701.0,11673.0,retrotransposon hot spot protein (RHS  pseudogene)  putative,<2C (LG1)
Tb927.4.200,11423.0,11589.0,11529.0,11540.0,11139.0,retrotransposon hot spot protein 1 (RHS1)  putative,G1
Tb927.4.210,11383.0,11421.0,11370.0,11459.0,11119.0,retrotransposon hot spot protein 2 (RHS2)  interrupted  degenerate,G2M
Tb927.4.220,9240.5,10120.0,10457.5,10421.5,9364.5,retrotransposon hot spot protein 2 (RHS2)  interrupted  degenerate,S
Tb927.4.230,10149.0,11129.0,11172.0,11238.0,10889.0,DNA-directed RNA polymerase III subunit  pseudogene  putative,G2M
Tb927.4.240,9951.0,11492.0,11449.0,11515.5,11375.5,retrotransposon hot spot protein 4 (RHS4)  degenerate,G2M
Tb927.4.250,6538.0,7252.5,7873.0,8356.0,6289.5,retrotransposon hot spot protein 5 (RHS5)  putative,G2M
Tb927.4.260,7915.5,9185.0,8787.0,9468.5,8888.5,retrotransposon hot spot protein 3 (RHS3)  putative,G2M
Tb927.4.270,9145.0,9290.5,9268.0,9499.0,8294.5,retrotransposon hot spot protein 3 (RHS3)  putative,G2M
Tb927.4.280,10027.0,10698.0,10312.5,10773.0,10158.5,retrotransposon hot spot protein 3 (RHS3)  putative,G2M
Tb927.4.290,10332.0,10651.5,10494.5,10714.5,10128.0,retrotransposon hot spot protein 3 (RHS3)  putative,G2M
Tb927.4.300,11441.0,11296.5,11206.5,11404.0,11216.0,retrotransposon hot spot protein 3 (RHS3)  putative,<2C (LG1)
Tb927.4.310,11668.0,11689.0,11674.0,11667.0,11629.0,SPRY domain/HECT-domain (ubiquitin-transferase)  putative,G1
Tb927.4.320,5915.0,6520.5,6134.0,7172.0,5640.0,Eukaryotic protein of unknown function (DUF914)  putative,G2M
Tb927.4.330,11040.0,8964.0,9129.5,8536.0,8460.5,hypothetical protein  conserved,<2C (LG1)
Tb927.4.340,9399.0,6023.5,4130.5,5525.5,3524.0,hypothetical protein  conserved,<2C (LG1)
Tb927.4.350,10198.5,6363.5,6648.5,6255.5,5153.5,hypothetical protein  conserved,<2C (LG1)
Tb927.4.360,2956.5,7943.5,8101.5,9123.5,8762.0,1 2-Dihydroxy-3-keto-5-methylthiopentene dioxygenase  putative,G2M
Tb927.4.370,6014.5,3304.0,2729.5,3102.5,3271.5,hypothetical protein  conserved,<2C (LG1)
Tb927.4.380,6616.5,5883.0,4928.0,5249.5,5675.0,WD domain  G-beta repeat  putative,<2C (LG1)
Tb927.4.390,3214.5,3615.5,4911.0,4742.5,4121.5,hypothetical protein  conserved,S
Tb927.4.400,7215.5,5378.0,4529.5,5342.5,8651.0,Double RNA binding domain protein 7,>4C (GG2M)
Tb927.4.410,5120.0,5200.5,5174.5,3418.5,5145.5,CAF 40,G1
Tb927.4.420,4930.5,10750.0,11072.5,10933.0,11325.5,phosphatidylinositol 4-kinase  putative,>4C (GG2M)
Tb927.4.430,2767.0,855.5,2144.5,2025.0,5420.5,proteasome beta 7 subunit,>4C (GG2M)
Tb927.4.440,4470.5,1190.0,925.0,849.0,1842.0,NADH:ubiquinone oxidoreductase  ESSS subunit  putative,<2C (LG1)
Tb927.4.450,2813.0,7098.5,7676.5,8699.5,10045.5,coatomer alpha subunit  putative,>4C (GG2M)
Tb927.4.460,4703.5,4450.0,4740.5,4918.5,2847.0,Alkylated DNA repair protein (alkB homolog)  putative,G2M
Tb927.4.470,6095.5,1275.5,2050.0,1416.5,2483.5,snoRNP protein GAR1  putative,<2C (LG1)
Tb927.4.480,6822.0,3639.0,3233.0,3627.0,3225.0,Cullin binding  putative,<2C (LG1)
Tb927.4.490,5697.0,8976.0,9880.5,9438.0,9027.0,hypothetical protein  conserved,S
Tb927.4.500,4480.0,5039.5,4868.0,5004.5,4377.5,FHA domain containing protein  putative,G1
Tb927.4.510,2047.0,2241.5,1999.5,1816.5,3110.0,hypothetical protein  conserved,>4C (GG2M)
Tb927.4.520,3358.0,5095.5,5736.5,5799.5,4822.5,hypothetical protein  conserved,G2M
Tb927.4.530,1460.0,3932.0,4695.5,3888.5,3921.0,hypothetical protein  conserved,S
Tb927.4.540,5929.5,8235.0,7069.0,7854.0,2110.0,hypothetical protein  conserved,G1
Tb927.4.550,612.5,4693.0,4917.0,3699.0,4110.0,Zinc knuckle  putative,S
Tb927.4.560,6308.5,10351.5,10593.5,11343.5,11701.0,Cytoplasmic dynein 2 heavy chain (DYNC2H1)  putative,>4C (GG2M)
Tb927.4.570,7700.0,8642.5,9394.0,8985.0,7363.0,Replication factor-A C terminal domain containing protein  putative,S
Tb927.4.580,3328.5,3256.0,4421.0,4097.0,2758.5,hypothetical protein  conserved,S
Tb927.4.590,5120.0,7508.0,8145.5,8676.0,3225.0,PQQ-like domain/Protein of unknown function (DUF1620)  putative,G2M
Tb927.4.600,1988.0,1565.5,1831.0,1466.0,1549.5,Alpha/beta hydrolase family  putative,<2C (LG1)
Tb927.4.610,612.5,8634.5,7384.0,8230.5,9378.5,PX domain containing protein  putative,>4C (GG2M)
Tb927.4.620,8601.5,10581.5,10836.0,11203.5,11653.0,hypothetical protein  conserved,>4C (GG2M)
Tb927.4.630,10055.5,8312.5,7986.5,7891.0,6006.0,MICOS complex subunit MIC34,<2C (LG1)
Tb927.4.640,9409.0,9701.5,10084.0,9775.5,9666.0,GRIP domain containing protein  putative,S
Tb927.4.650,6330.0,8412.5,8430.5,8239.5,8111.0,chaperone protein DnaJ  putative,S
Tb927.4.660,1460.0,1415.5,3239.0,3295.5,8303.5,hypothetical protein  conserved,>4C (GG2M)
Tb927.4.670,7747.0,8552.5,9060.0,8820.5,8918.5,conserved protein  unknown function,S
Tb927.4.680,6945.5,3097.0,1966.5,2102.5,1622.5,hypothetical protein  conserved,<2C (LG1)
Tb927.4.690,5320.5,5585.0,4749.0,3737.0,3716.5,geranylgeranyl transferase type II beta subunit  putative,G1
Tb927.4.700,4930.5,7252.5,6981.5,6147.0,5209.5,hypothetical protein  conserved,G1
Tb927.4.710,4523.5,2908.0,3260.0,3142.0,797.5,hypothetical protein  conserved,<2C (LG1)
Tb927.4.720,2295.5,3561.5,2778.0,3065.5,5555.0,hypothetical protein  conserved,>4C (GG2M)
Tb927.4.730,3179.0,1736.5,1886.0,1936.0,964.0,Peptidase family C78  putative,<2C (LG1)
Tb927.4.740,612.5,5251.5,6485.5,5101.5,3431.5,Rgp1  putative,S
Tb927.4.750,5834.0,6368.0,4680.0,4872.5,7285.5,50S ribosomal protein L7Ae  putative,>4C (GG2M)
Tb927.4.760,8820.5,7512.0,7433.0,6719.5,7834.0,AP-1 adapter complex gamma subunit  putative,<2C (LG1)
Tb927.4.770,9112.0,11324.0,11244.0,11193.5,11147.0,ubiquitin-protein ligase  putative,G1
Tb927.4.780,4086.0,3909.5,3323.5,4731.0,1732.0,Phosphatidylinositol N-acetylglucosaminyltransferase subunit Y  putative,G2M
Tb927.4.790,5598.0,1344.0,1475.5,1861.0,1325.5,hypothetical protein  conserved,<2C (LG1)
Tb927.4.800,10466.5,11293.0,11320.0,11293.5,11415.0,target of rapamycin kinase 3  putative,>4C (GG2M)
Tb927.4.810,10705.0,11043.0,10905.5,11113.0,10860.5,expression site-associated gene 5 (ESAG5) protein  putative,G2M
Tb927.4.820,7974.0,8776.5,8977.5,9357.0,6719.5,TFIIF-stimulated CTD phosphatase  putative,G2M
Tb927.4.830,7246.5,3863.5,3902.0,3815.5,3541.0,cytochrome c oxidase assembly protein PET191  putative,<2C (LG1)
Tb927.4.840,4260.5,4188.5,2300.0,2716.0,3648.5,Histidine kinase-  DNA gyrase B-  and HSP90-like ATPase  putative,<2C (LG1)
Tb927.4.850,5697.0,4305.0,4950.0,4852.5,6485.0,hypothetical protein  conserved,>4C (GG2M)
Tb927.4.860,612.5,1313.5,1909.5,1313.5,2589.5,hypothetical protein  conserved,>4C (GG2M)
Tb927.4.870,3856.5,1807.0,2154.5,2967.0,8348.0,dynein heavy chain  putative,>4C (GG2M)
Tb927.4.880,10699.0,8699.5,9117.5,9588.0,9491.5,TPR-repeat-containing chaperone protein DNAJ  putative,<2C (LG1)
Tb927.4.890,7277.5,8779.0,6246.0,8205.0,10012.5,small nuclear ribonucleoprotein sm d3,>4C (GG2M)
Tb927.4.900,3241.5,10319.0,10363.5,10136.0,8933.0,hypothetical protein  conserved,S
Tb927.4.910,9923.5,10328.0,10127.0,10434.0,9805.0,hypothetical protein  conserved,G2M
Tb927.4.920,4354.0,3265.5,3179.5,4019.0,531.0,TPR repeat  putative,<2C (LG1)
Tb927.4.930,3295.0,5530.5,4104.0,3763.0,3861.0,Mitochondrial ribosomal protein L14,G1
Tb927.4.940,7706.0,5368.5,5991.0,5159.0,3960.5,hypothetical protein  conserved,<2C (LG1)
Tb927.4.950,9442.0,6587.0,6997.5,4808.0,7256.0,hypothetical protein  conserved,<2C (LG1)
Tb927.4.960,4879.5,7909.0,7393.0,7021.5,6479.0,WD domain  G-beta repeat  putative,G1
Tb927.4.970,3957.5,4547.5,3589.5,3752.5,1374.5,hypothetical protein  conserved,G1
Tb927.4.980,10459.0,10372.5,10107.0,10269.0,10198.5,actin  putative,<2C (LG1)
Tb927.4.990,9364.0,7385.5,6744.5,6407.5,7139.0,hypothetical protein  conserved,<2C (LG1)
Tb927.4.1000,3834.5,9153.0,9545.0,9383.5,10467.0,hypothetical protein  conserved,>4C (GG2M)
Tb927.4.1010,4094.5,1171.5,940.5,1243.0,1304.5,hypothetical protein,<2C (LG1)
Tb927.4.1020,4767.5,3060.0,2510.5,2470.5,1732.0,serine-palmitoyl-CoA transferase  putative,<2C (LG1)
Tb927.4.1030,3564.0,4199.5,4815.0,3441.0,4212.0,Protein of unknown function (DUF501)  putative,S
Tb927.4.1040,2047.0,2526.0,2036.0,2102.5,2991.5,hypothetical protein  conserved,>4C (GG2M)
Tb927.4.1050,6578.5,2581.5,2440.5,1875.5,1227.0,inositol-pentakisphosphate 2-kinase,<2C (LG1)
Tb927.4.1060,8676.0,8160.0,9429.5,8652.5,9925.5,hypothetical protein  conserved,>4C (GG2M)
Tb927.4.1070,3964.5,1285.0,980.0,1110.5,637.0,Mitochondrial ribosomal protein L13,<2C (LG1)
Tb927.4.1080,7446.5,8512.5,7989.5,7003.0,8193.0,V-type ATPase  A subunit  putative,G1
Tb927.4.1090,9116.5,6339.0,6860.0,6719.5,4284.0,endosomal integral membrane protein  putative,<2C (LG1)
Tb927.4.1100,612.5,130.0,99.0,82.5,818.0,ribosomal protein L21E (60S)  putative,>4C (GG2M)
Tb927.4.1110,7134.5,7561.5,7540.5,5969.0,7023.0,hypothetical protein  conserved,G1
Tb927.4.1120,2436.0,6471.5,4130.5,5407.5,5906.5,hypothetical protein  conserved,G1
Tb927.4.1130,3516.5,4624.0,5197.0,4598.0,2734.0,Complex 1 protein (LYR family)  putative,S
Tb927.4.1140,2729.0,8245.0,9279.0,8628.5,8618.5,phosphatidylinositol 4-kinase  putative,S
Tb927.4.1150,9407.5,8183.5,8902.0,7053.0,6575.5,hypothetical protein  conserved,<2C (LG1)
Tb927.4.1160,6628.0,4895.5,5120.0,4731.0,5813.0,hypothetical protein  conserved,<2C (LG1)
Tb927.4.1170,7140.0,7006.0,7115.5,7291.5,4391.0,ankyrin  putative,G2M
Tb927.4.1180,612.5,6107.0,5044.5,5228.0,4680.5,Programmed cell death protein 2  C-terminal putative domain containing protein  putative,G1
Tb927.4.1190,2295.5,576.5,491.0,687.0,836.0,LicD family  putative,<2C (LG1)
Tb927.4.1195,612.5,1087.5,940.5,444.5,978.0,tRNA Proline,G1
Tb927.4.1200,6883.0,7707.5,6417.0,7949.0,6749.5,expression site-associated gene 1 (ESAG1) protein  putative,G2M
Tb927.4.1210,8377.5,9089.5,8834.5,9060.0,8905.0,hypothetical protein,G1
Tb927.4.1213,612.5,1201.5,1054.0,957.5,1195.0,U6 small nuclear RNA,G1
Tb927.4.1216,612.5,1455.0,2011.5,875.0,818.0,tRNA Threonine,S
Tb927.4.1219,612.5,4079.5,3745.0,2085.0,2098.0,tRNA Tyrosine,G1
Tb927.4.1220,5120.0,7975.5,8008.5,8668.0,9071.5,leucine-rich repeat protein (LRRP)  putative,>4C (GG2M)
Tb927.4.1230,8783.0,8930.5,9121.0,9242.0,8987.5,hypothetical protein,G2M
Tb927.4.1240,3013.5,3499.5,2729.5,3045.0,3482.5,hypothetical protein,G1
Tb927.4.1250,5374.5,9826.0,10057.5,9699.0,9957.0,peroxisome biogenesis factor 1  putative,S
Tb927.4.1260,9694.0,6443.5,5898.0,6657.5,6432.5,hypothetical protein  conserved,<2C (LG1)
Tb927.4.1270,4574.0,3961.0,3503.0,3815.5,3794.0,ruvB-like DNA helicase  putative,<2C (LG1)
Tb927.4.1280,5281.0,3109.0,3912.5,3205.5,1660.5,Tetratricopeptide repeat  putative,<2C (LG1)
Tb927.4.1290,612.5,1684.5,1091.0,1085.0,933.5,hypothetical protein  conserved,G1
Tb927.4.1300,3456.5,2609.5,3224.5,3295.5,8770.0,amidinotransferase  putative,>4C (GG2M)
Tb927.4.1310,7396.5,7270.0,6838.0,6909.0,8759.5,ZFP family member  putative,>4C (GG2M)
Tb927.4.1320,9233.5,9446.5,9072.5,8759.0,8578.0,hypothetical protein  conserved,G1
Tb927.4.1330,2870.5,1482.5,2226.5,2237.0,6016.5,DNA topoisomerase IB  large subunit,>4C (GG2M)
Tb927.4.1340,10896.0,4778.5,4695.5,3029.0,3065.0,Cleavage and polyadenylation specificity factor subunit,<2C (LG1)
Tb927.4.1350,9236.5,6429.5,5512.0,5690.0,6369.5,glyoxalase II,<2C (LG1)
Tb927.4.1360,7125.5,2751.5,2692.0,2237.0,2243.5,Glucose-6-phosphate 1-epimerase  putative,<2C (LG1)
Tb927.4.1370,8857.0,9663.5,9332.5,9715.0,6614.5,hypothetical protein  conserved,G2M
Tb927.4.1380,8137.0,8782.0,8953.0,8536.0,8416.0,D-Tyr-tRNA(Tyr) deacylase  putative,S
Tb927.4.1390,11499.0,11604.0,11552.0,11569.0,11325.5,hypothetical protein  conserved,G1
Tb927.4.1400,4505.5,7841.5,6866.5,7040.5,7968.5,vacuolar transport protein 4A  putative,>4C (GG2M)
Tb927.4.1410,9430.0,6508.5,6509.5,5079.0,5757.0,hypothetical protein  conserved,<2C (LG1)
Tb927.4.1420,7125.5,5862.0,5765.5,5148.0,4737.0,hypothetical protein  conserved,<2C (LG1)
Tb927.4.1430,10023.0,10147.0,9682.0,9823.5,10294.0,hypothetical protein  conserved,>4C (GG2M)
Tb927.4.1440,2930.5,4111.5,4476.0,3194.5,2098.0,probable rRNA maturation factor YbeY  putative,S
Tb927.4.1450,7550.0,7934.0,7644.0,7631.5,4654.0,hypothetical protein  conserved,G1
Tb927.4.1460,2221.0,4653.0,4598.0,4662.5,6240.0,Zn-finger in ubiquitin-hydrolases and other protein  putative,>4C (GG2M)
Tb927.4.1470,1460.0,1143.0,1179.5,788.5,559.5,Domain of unknown function (DUF4379)  putative,<2C (LG1)
Tb927.4.1480,7840.0,10304.0,10471.0,10669.5,8831.5,DNA cross-link repair protein pso2/snm1,G2M
Tb927.4.1490,6047.5,6423.0,7916.5,6612.5,2029.5,hypothetical protein  conserved,S
Tb927.4.1500,10939.0,10919.0,10817.0,11035.5,10690.0,RNA editing associated helicase 2,G2M
Tb927.4.1510,10211.5,11148.5,11286.0,11230.0,11434.5,phospholipid-translocating ATPase  putative,>4C (GG2M)
Tb927.4.1520,2094.5,959.0,756.5,517.0,213.0,Simiate family protein  putative,<2C (LG1)
Tb927.4.1530,4555.0,8921.0,8362.5,7486.0,8893.0,hypothetical protein  conserved,G1
